payment_id,customer_id,benchmark_case,payment_amount_usd,matched_invoice_ids,applied_amount_usd,residual_amount_usd,status,match_method,confidence,exception_code,reason,is_duplicate_record
NET-P018-02,NET-C018,PARTIAL,3185.95,,0.0,3185.95,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P001-07,ORA-C001,CURRENCY_TOLERANCE,4038.78,,0.0,4038.78,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P001-09,ORA-C001,UNMATCHED_CASH,3926.99,,0.0,3926.99,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P006-06,ORA-C006,MISSING_REMITTANCE,4655.77,,0.0,4655.77,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P013-04,ORA-C013,ONE_PAYMENT_MULTI_INVOICE,9274.79,,0.0,9274.79,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P015-05A,ORA-C015,MULTI_PAYMENT_ONE_INVOICE,2391.24,,0.0,2391.24,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P016-02,ORA-C016,PARTIAL,2771.44,,0.0,2771.44,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P016-05B,ORA-C016,MULTI_PAYMENT_ONE_INVOICE,3026.44,,0.0,3026.44,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P016-09,ORA-C016,UNMATCHED_CASH,5218.95,,0.0,5218.95,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P017-05B,ORA-C017,MULTI_PAYMENT_ONE_INVOICE,3202.7,,0.0,3202.7,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P017-09,ORA-C017,UNMATCHED_CASH,5628.68,,0.0,5628.68,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P018-01,ORA-C018,EXACT,4723.2,ORA-I018-01,4723.2,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
ORA-P018-01-DUP,ORA-C018,DUPLICATE_PAYMENT,4723.2,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True
SAP-P002-08,SAP-C002,SHORT_PAY_DEDUCTION,4562.66,,0.0,4562.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P003-04,SAP-C003,ONE_PAYMENT_MULTI_INVOICE,7019.15,,0.0,7019.15,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P003-05A,SAP-C003,MULTI_PAYMENT_ONE_INVOICE,1818.24,,0.0,1818.24,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P005-02,SAP-C005,PARTIAL,2129.97,,0.0,2129.97,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P009-02,SAP-C009,PARTIAL,2466.01,,0.0,2466.01,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P009-07,SAP-C009,CURRENCY_TOLERANCE,5478.61,,0.0,5478.61,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P010-02,SAP-C010,PARTIAL,2266.07,,0.0,2266.07,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P010-05A,SAP-C010,MULTI_PAYMENT_ONE_INVOICE,2010.09,,0.0,2010.09,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P012-06,SAP-C012,MISSING_REMITTANCE,5046.0,,0.0,5046.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P015-01,SAP-C015,EXACT,4636.5,SAP-I015-01,4636.5,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
SAP-P015-01-DUP,SAP-C015,DUPLICATE_PAYMENT,4636.5,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True
SAP-P016-09,SAP-C016,UNMATCHED_CASH,5491.48,,0.0,5491.48,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P018-04,SAP-C018,ONE_PAYMENT_MULTI_INVOICE,11156.89,,0.0,11156.89,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P001-03,NET-C001,OVERPAYMENT,3178.5,,0.0,3178.5,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P001-09,NET-C001,UNMATCHED_CASH,3445.84,,0.0,3445.84,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-08,NET-C002,SHORT_PAY_DEDUCTION,4318.32,,0.0,4318.32,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-09,NET-C002,UNMATCHED_CASH,3968.03,,0.0,3968.03,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P003-06,NET-C003,MISSING_REMITTANCE,3726.37,,0.0,3726.37,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P004-03,NET-C004,OVERPAYMENT,3227.79,,0.0,3227.79,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P004-05B,NET-C004,MULTI_PAYMENT_ONE_INVOICE,2284.23,,0.0,2284.23,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P004-08,NET-C004,SHORT_PAY_DEDUCTION,4222.12,,0.0,4222.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P006-05A,NET-C006,MULTI_PAYMENT_ONE_INVOICE,2008.95,,0.0,2008.95,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-05B,NET-C010,MULTI_PAYMENT_ONE_INVOICE,2746.33,,0.0,2746.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-08,NET-C010,SHORT_PAY_DEDUCTION,5628.73,,0.0,5628.73,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P012-01,NET-C012,EXACT,4138.47,NET-I012-01,4138.47,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
NET-P012-01-DUP,NET-C012,DUPLICATE_PAYMENT,4138.47,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True
NET-P013-06,NET-C013,MISSING_REMITTANCE,5442.14,,0.0,5442.14,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P015-04,NET-C015,ONE_PAYMENT_MULTI_INVOICE,10585.9,,0.0,10585.9,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P017-01,NET-C017,EXACT,4963.91,NET-I017-01,4963.91,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
ORA-P003-05A,ORA-C003,MULTI_PAYMENT_ONE_INVOICE,1795.98,,0.0,1795.98,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P003-07,ORA-C003,CURRENCY_TOLERANCE,5022.67,,0.0,5022.67,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P009-05B,ORA-C009,MULTI_PAYMENT_ONE_INVOICE,2501.0,,0.0,2501.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P012-07,ORA-C012,CURRENCY_TOLERANCE,6344.91,,0.0,6344.91,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-05A,SAP-C004,MULTI_PAYMENT_ONE_INVOICE,1792.97,,0.0,1792.97,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-06,SAP-C004,MISSING_REMITTANCE,4427.55,,0.0,4427.55,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-08,SAP-C004,SHORT_PAY_DEDUCTION,4624.2,,0.0,4624.2,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P005-05A,SAP-C005,MULTI_PAYMENT_ONE_INVOICE,1942.08,,0.0,1942.08,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P008-05A,SAP-C008,MULTI_PAYMENT_ONE_INVOICE,2031.3,,0.0,2031.3,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P012-05B,SAP-C012,MULTI_PAYMENT_ONE_INVOICE,2634.91,,0.0,2634.91,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-05B,SAP-C013,MULTI_PAYMENT_ONE_INVOICE,2739.71,,0.0,2739.71,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P014-05A,SAP-C014,MULTI_PAYMENT_ONE_INVOICE,2510.47,,0.0,2510.47,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-02,NET-C002,PARTIAL,1567.23,,0.0,1567.23,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P003-02,NET-C003,PARTIAL,1987.52,,0.0,1987.52,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P003-04,NET-C003,ONE_PAYMENT_MULTI_INVOICE,7277.83,,0.0,7277.83,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P004-02,NET-C004,PARTIAL,1977.43,,0.0,1977.43,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P005-07,NET-C005,CURRENCY_TOLERANCE,5098.21,,0.0,5098.21,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P006-05B,NET-C006,MULTI_PAYMENT_ONE_INVOICE,2455.39,,0.0,2455.39,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P008-08,NET-C008,SHORT_PAY_DEDUCTION,5185.67,,0.0,5185.67,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-07,NET-C010,CURRENCY_TOLERANCE,5950.48,,0.0,5950.48,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P011-05A,NET-C011,MULTI_PAYMENT_ONE_INVOICE,2315.4,,0.0,2315.4,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P011-06,NET-C011,MISSING_REMITTANCE,4956.32,,0.0,4956.32,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P013-01,NET-C013,EXACT,4214.7,NET-I013-01,4214.7,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
NET-P014-02,NET-C014,PARTIAL,2586.49,,0.0,2586.49,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P014-05B,NET-C014,MULTI_PAYMENT_ONE_INVOICE,3039.96,,0.0,3039.96,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P016-09,NET-C016,UNMATCHED_CASH,5512.62,,0.0,5512.62,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P017-06,NET-C017,MISSING_REMITTANCE,6199.47,,0.0,6199.47,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P002-06,ORA-C002,MISSING_REMITTANCE,4045.21,,0.0,4045.21,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P003-04,ORA-C003,ONE_PAYMENT_MULTI_INVOICE,7239.62,,0.0,7239.62,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P004-06,ORA-C004,MISSING_REMITTANCE,3934.71,,0.0,3934.71,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P005-08,ORA-C005,SHORT_PAY_DEDUCTION,4575.96,,0.0,4575.96,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P006-07,ORA-C006,CURRENCY_TOLERANCE,5419.98,,0.0,5419.98,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P007-01,ORA-C007,EXACT,3434.25,ORA-I007-01,3434.25,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
ORA-P010-05B,ORA-C010,MULTI_PAYMENT_ONE_INVOICE,2607.12,,0.0,2607.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P012-03,ORA-C012,OVERPAYMENT,4743.7,,0.0,4743.7,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P013-05B,ORA-C013,MULTI_PAYMENT_ONE_INVOICE,2808.27,,0.0,2808.27,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P005-01,SAP-C005,EXACT,3363.45,SAP-I005-01,3363.45,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
SAP-P006-02,SAP-C006,PARTIAL,1968.4,,0.0,1968.4,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P007-02,SAP-C007,PARTIAL,1954.49,,0.0,1954.49,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P007-03,SAP-C007,OVERPAYMENT,3650.15,,0.0,3650.15,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P011-04,SAP-C011,ONE_PAYMENT_MULTI_INVOICE,9642.85,,0.0,9642.85,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-06,SAP-C013,MISSING_REMITTANCE,5716.25,,0.0,5716.25,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P016-03,SAP-C016,OVERPAYMENT,5158.86,,0.0,5158.86,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P017-07,SAP-C017,CURRENCY_TOLERANCE,6722.66,,0.0,6722.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P001-07,NET-C001,CURRENCY_TOLERANCE,4724.49,,0.0,4724.49,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-05B,NET-C002,MULTI_PAYMENT_ONE_INVOICE,2187.23,,0.0,2187.23,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P005-05A,NET-C005,MULTI_PAYMENT_ONE_INVOICE,1814.55,,0.0,1814.55,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P008-03,NET-C008,OVERPAYMENT,3809.66,,0.0,3809.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-02,NET-C010,PARTIAL,2280.44,,0.0,2280.44,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-06,NET-C010,MISSING_REMITTANCE,5108.56,,0.0,5108.56,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P011-02,NET-C011,PARTIAL,2624.24,,0.0,2624.24,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P014-01,NET-C014,EXACT,4203.68,NET-I014-01,4203.68,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
NET-P014-05A,NET-C014,MULTI_PAYMENT_ONE_INVOICE,2487.24,,0.0,2487.24,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P016-08,NET-C016,SHORT_PAY_DEDUCTION,6011.54,,0.0,6011.54,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P001-03,ORA-C001,OVERPAYMENT,3226.53,,0.0,3226.53,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P002-02,ORA-C002,PARTIAL,1814.75,,0.0,1814.75,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P008-08,ORA-C008,SHORT_PAY_DEDUCTION,5142.82,,0.0,5142.82,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P008-09,ORA-C008,UNMATCHED_CASH,4310.12,,0.0,4310.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P009-08,ORA-C009,SHORT_PAY_DEDUCTION,5052.03,,0.0,5052.03,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P010-06,ORA-C010,MISSING_REMITTANCE,5134.84,,0.0,5134.84,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P012-05A,ORA-C012,MULTI_PAYMENT_ONE_INVOICE,2156.11,,0.0,2156.11,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P013-03,ORA-C013,OVERPAYMENT,4604.95,,0.0,4604.95,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P015-04,ORA-C015,ONE_PAYMENT_MULTI_INVOICE,10331.16,,0.0,10331.16,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P016-05A,ORA-C016,MULTI_PAYMENT_ONE_INVOICE,2476.18,,0.0,2476.18,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P016-08,ORA-C016,SHORT_PAY_DEDUCTION,6171.31,,0.0,6171.31,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P018-09,ORA-C018,UNMATCHED_CASH,5579.33,,0.0,5579.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-02,SAP-C004,PARTIAL,1726.19,,0.0,1726.19,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P006-08,SAP-C006,SHORT_PAY_DEDUCTION,4889.28,,0.0,4889.28,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P007-09,SAP-C007,UNMATCHED_CASH,4527.0,,0.0,4527.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P011-06,SAP-C011,MISSING_REMITTANCE,4801.35,,0.0,4801.35,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-02,SAP-C013,PARTIAL,2779.82,,0.0,2779.82,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-03,SAP-C013,OVERPAYMENT,4555.5,,0.0,4555.5,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-04,SAP-C013,ONE_PAYMENT_MULTI_INVOICE,9496.29,,0.0,9496.29,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P014-05B,SAP-C014,MULTI_PAYMENT_ONE_INVOICE,3068.35,,0.0,3068.35,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P014-08,SAP-C014,SHORT_PAY_DEDUCTION,6004.45,,0.0,6004.45,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P016-07,SAP-C016,CURRENCY_TOLERANCE,6905.71,,0.0,6905.71,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-03,NET-C002,OVERPAYMENT,2902.6,,0.0,2902.6,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P007-06,NET-C007,MISSING_REMITTANCE,4352.99,,0.0,4352.99,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P010-09,NET-C010,UNMATCHED_CASH,4861.14,,0.0,4861.14,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P015-09,NET-C015,UNMATCHED_CASH,5405.99,,0.0,5405.99,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P018-03,NET-C018,OVERPAYMENT,5099.2,,0.0,5099.2,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P018-07,NET-C018,CURRENCY_TOLERANCE,6979.08,,0.0,6979.08,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P003-02,ORA-C003,PARTIAL,1817.29,,0.0,1817.29,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P003-08,ORA-C003,SHORT_PAY_DEDUCTION,4245.87,,0.0,4245.87,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P005-02,ORA-C005,PARTIAL,1880.68,,0.0,1880.68,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P006-05A,ORA-C006,MULTI_PAYMENT_ONE_INVOICE,1878.3,,0.0,1878.3,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P006-09,ORA-C006,UNMATCHED_CASH,4049.88,,0.0,4049.88,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P009-09,ORA-C009,UNMATCHED_CASH,4659.33,,0.0,4659.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P011-05B,ORA-C011,MULTI_PAYMENT_ONE_INVOICE,2699.16,,0.0,2699.16,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P014-05A,ORA-C014,MULTI_PAYMENT_ONE_INVOICE,2439.34,,0.0,2439.34,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P015-03,ORA-C015,OVERPAYMENT,4699.76,,0.0,4699.76,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P017-01,ORA-C017,EXACT,4588.06,ORA-I017-01,4588.06,0.0,AUTO_MATCHED,EXACT_REFERENCE_AMOUNT,1.0,,"Exact invoice reference, currency, and amount",False
ORA-P018-05B,ORA-C018,MULTI_PAYMENT_ONE_INVOICE,3149.27,,0.0,3149.27,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P001-02,SAP-C001,PARTIAL,1458.45,,0.0,1458.45,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P003-06,SAP-C003,MISSING_REMITTANCE,3875.42,,0.0,3875.42,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P005-05B,SAP-C005,MULTI_PAYMENT_ONE_INVOICE,2373.66,,0.0,2373.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
