payment_id,customer_id,benchmark_case,payment_amount_usd,matched_invoice_ids,applied_amount_usd,residual_amount_usd,status,match_method,confidence,exception_code,reason,is_duplicate_record
SAP-P009-02,SAP-C009,PARTIAL,2466.01,SAP-I009-02,2466.01,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P009-07,SAP-C009,CURRENCY_TOLERANCE,5478.61,SAP-I009-08,4979.67,498.94,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
SAP-P010-02,SAP-C010,PARTIAL,2266.07,SAP-I010-02,2266.07,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P010-05A,SAP-C010,MULTI_PAYMENT_ONE_INVOICE,2010.09,SAP-I010-06,2010.09,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P012-06,SAP-C012,MISSING_REMITTANCE,5046.0,,0.0,5046.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P015-01,SAP-C015,EXACT,4636.5,SAP-I015-01,4636.5,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
SAP-P015-01-DUP,SAP-C015,DUPLICATE_PAYMENT,4636.5,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True
SAP-P016-09,SAP-C016,UNMATCHED_CASH,5491.48,,0.0,5491.48,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P018-04,SAP-C018,ONE_PAYMENT_MULTI_INVOICE,11156.89,SAP-I018-04;SAP-I018-05,11156.89,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
NET-P001-03,NET-C001,OVERPAYMENT,3178.5,NET-I001-03,3053.5,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P001-09,NET-C001,UNMATCHED_CASH,3445.84,,0.0,3445.84,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P002-08,NET-C002,SHORT_PAY_DEDUCTION,4318.32,NET-I002-09,4318.32,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
NET-P002-09,NET-C002,UNMATCHED_CASH,3968.03,NET-I002-06,3968.03,0.0,AUTO_MATCHED,AMOUNT_INFERENCE,0.93,,Payment falls within configured amount tolerance,False
NET-P003-06,NET-C003,MISSING_REMITTANCE,3726.37,,0.0,3726.37,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P004-03,NET-C004,OVERPAYMENT,3227.79,NET-I004-03,3102.79,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P004-05B,NET-C004,MULTI_PAYMENT_ONE_INVOICE,2284.23,NET-I004-06,2284.23,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P004-08,NET-C004,SHORT_PAY_DEDUCTION,4222.12,NET-I004-09,4222.12,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
NET-P006-05A,NET-C006,MULTI_PAYMENT_ONE_INVOICE,2008.95,NET-I006-06,2008.95,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P010-05B,NET-C010,MULTI_PAYMENT_ONE_INVOICE,2746.33,NET-I010-06,2746.33,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P010-08,NET-C010,SHORT_PAY_DEDUCTION,5628.73,NET-I010-09,5628.73,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
NET-P012-01,NET-C012,EXACT,4138.47,NET-I012-01,4138.47,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
NET-P012-01-DUP,NET-C012,DUPLICATE_PAYMENT,4138.47,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True
NET-P013-06,NET-C013,MISSING_REMITTANCE,5442.14,,0.0,5442.14,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P015-04,NET-C015,ONE_PAYMENT_MULTI_INVOICE,10585.9,NET-I015-04;NET-I015-05,10585.9,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
NET-P017-01,NET-C017,EXACT,4963.91,NET-I017-01,4963.91,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
ORA-P003-05A,ORA-C003,MULTI_PAYMENT_ONE_INVOICE,1795.98,ORA-I003-06,1795.98,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
ORA-P003-07,ORA-C003,CURRENCY_TOLERANCE,5022.67,ORA-I003-08,4567.2,455.47,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
ORA-P009-05B,ORA-C009,MULTI_PAYMENT_ONE_INVOICE,2501.0,ORA-I009-06,2501.0,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
ORA-P012-07,ORA-C012,CURRENCY_TOLERANCE,6344.91,ORA-I012-08,5769.04,575.87,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
SAP-P004-05A,SAP-C004,MULTI_PAYMENT_ONE_INVOICE,1792.97,SAP-I004-06,1792.97,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P004-06,SAP-C004,MISSING_REMITTANCE,4427.55,,0.0,4427.55,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-08,SAP-C004,SHORT_PAY_DEDUCTION,4624.2,SAP-I004-09,4624.2,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
SAP-P005-05A,SAP-C005,MULTI_PAYMENT_ONE_INVOICE,1942.08,SAP-I005-06,1942.08,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P008-05A,SAP-C008,MULTI_PAYMENT_ONE_INVOICE,2031.3,SAP-I008-06,2031.3,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P012-05B,SAP-C012,MULTI_PAYMENT_ONE_INVOICE,2634.91,SAP-I012-06,2634.91,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P013-05B,SAP-C013,MULTI_PAYMENT_ONE_INVOICE,2739.71,SAP-I013-06,2739.71,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P014-05A,SAP-C014,MULTI_PAYMENT_ONE_INVOICE,2510.47,SAP-I014-06,2510.47,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P002-02,NET-C002,PARTIAL,1567.23,NET-I002-02,1567.23,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P003-02,NET-C003,PARTIAL,1987.52,NET-I003-02,1987.52,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P003-04,NET-C003,ONE_PAYMENT_MULTI_INVOICE,7277.83,NET-I003-04;NET-I003-05,7277.83,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
NET-P004-02,NET-C004,PARTIAL,1977.43,NET-I004-02,1977.43,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P005-07,NET-C005,CURRENCY_TOLERANCE,5098.21,NET-I005-08,4635.53,462.68,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P006-05B,NET-C006,MULTI_PAYMENT_ONE_INVOICE,2455.39,NET-I006-06,2455.39,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
NET-P008-08,NET-C008,SHORT_PAY_DEDUCTION,5185.67,NET-I008-09,5185.67,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
NET-P010-07,NET-C010,CURRENCY_TOLERANCE,5950.48,NET-I010-08,5409.95,540.53,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P011-05A,NET-C011,MULTI_PAYMENT_ONE_INVOICE,2315.4,NET-I011-06,2315.4,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P011-06,NET-C011,MISSING_REMITTANCE,4956.32,,0.0,4956.32,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P013-01,NET-C013,EXACT,4214.7,NET-I013-01,4214.7,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
NET-P014-02,NET-C014,PARTIAL,2586.49,NET-I014-02,2586.49,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P014-05B,NET-C014,MULTI_PAYMENT_ONE_INVOICE,3039.96,NET-I014-06,3039.96,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P016-09,NET-C016,UNMATCHED_CASH,5512.62,,0.0,5512.62,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P017-06,NET-C017,MISSING_REMITTANCE,6199.47,NET-I017-08,6198.18,1.29,AUTO_MATCHED,AMOUNT_INFERENCE,0.93,,Payment falls within configured amount tolerance,False
ORA-P002-06,ORA-C002,MISSING_REMITTANCE,4045.21,,0.0,4045.21,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P003-04,ORA-C003,ONE_PAYMENT_MULTI_INVOICE,7239.62,ORA-I003-04;ORA-I003-05,7239.62,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
ORA-P004-06,ORA-C004,MISSING_REMITTANCE,3934.71,,0.0,3934.71,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P005-08,ORA-C005,SHORT_PAY_DEDUCTION,4575.96,ORA-I005-09,4575.96,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
ORA-P006-07,ORA-C006,CURRENCY_TOLERANCE,5419.98,ORA-I006-08,4926.33,493.65,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
ORA-P007-01,ORA-C007,EXACT,3434.25,ORA-I007-01,3434.25,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
ORA-P010-05B,ORA-C010,MULTI_PAYMENT_ONE_INVOICE,2607.12,ORA-I010-06,2607.12,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
ORA-P012-03,ORA-C012,OVERPAYMENT,4743.7,ORA-I012-03,4618.7,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
ORA-P013-05B,ORA-C013,MULTI_PAYMENT_ONE_INVOICE,2808.27,ORA-I013-06,2808.27,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P005-01,SAP-C005,EXACT,3363.45,SAP-I005-01,3363.45,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
SAP-P006-02,SAP-C006,PARTIAL,1968.4,SAP-I006-02,1968.4,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P007-02,SAP-C007,PARTIAL,1954.49,SAP-I007-02,1954.49,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P007-03,SAP-C007,OVERPAYMENT,3650.15,SAP-I007-03,3525.15,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
SAP-P011-04,SAP-C011,ONE_PAYMENT_MULTI_INVOICE,9642.85,SAP-I011-04;SAP-I011-05,9642.85,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
SAP-P013-06,SAP-C013,MISSING_REMITTANCE,5716.25,,0.0,5716.25,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P016-03,SAP-C016,OVERPAYMENT,5158.86,SAP-I016-03,5033.86,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
SAP-P017-07,SAP-C017,CURRENCY_TOLERANCE,6722.66,SAP-I017-08,6112.1,610.56,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P001-07,NET-C001,CURRENCY_TOLERANCE,4724.49,NET-I001-08,4295.53,428.96,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P002-05B,NET-C002,MULTI_PAYMENT_ONE_INVOICE,2187.23,NET-I002-06,8.75,2178.48,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P005-05A,NET-C005,MULTI_PAYMENT_ONE_INVOICE,1814.55,NET-I005-06,1814.55,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P008-03,NET-C008,OVERPAYMENT,3809.66,NET-I008-03,3684.66,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
NET-P010-02,NET-C010,PARTIAL,2280.44,NET-I010-02,2280.44,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P010-06,NET-C010,MISSING_REMITTANCE,5108.56,,0.0,5108.56,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
NET-P011-02,NET-C011,PARTIAL,2624.24,NET-I011-02,2624.24,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
NET-P014-01,NET-C014,EXACT,4203.68,NET-I014-01,4203.68,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
NET-P014-05A,NET-C014,MULTI_PAYMENT_ONE_INVOICE,2487.24,NET-I014-06,2487.24,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
NET-P016-08,NET-C016,SHORT_PAY_DEDUCTION,6011.54,NET-I016-09,6011.54,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
ORA-P001-03,ORA-C001,OVERPAYMENT,3226.53,ORA-I001-03,3101.53,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
ORA-P002-02,ORA-C002,PARTIAL,1814.75,ORA-I002-02,1814.75,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
ORA-P008-08,ORA-C008,SHORT_PAY_DEDUCTION,5142.82,ORA-I008-09,5142.82,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
ORA-P008-09,ORA-C008,UNMATCHED_CASH,4310.12,,0.0,4310.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P009-08,ORA-C009,SHORT_PAY_DEDUCTION,5052.03,ORA-I009-09,5052.03,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
ORA-P010-06,ORA-C010,MISSING_REMITTANCE,5134.84,,0.0,5134.84,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
ORA-P012-05A,ORA-C012,MULTI_PAYMENT_ONE_INVOICE,2156.11,ORA-I012-06,2156.11,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
ORA-P013-03,ORA-C013,OVERPAYMENT,4604.95,ORA-I013-03,4479.95,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
ORA-P015-04,ORA-C015,ONE_PAYMENT_MULTI_INVOICE,10331.16,ORA-I015-04;ORA-I015-05,10331.16,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
ORA-P016-05A,ORA-C016,MULTI_PAYMENT_ONE_INVOICE,2476.18,ORA-I016-06,2476.18,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
ORA-P016-08,ORA-C016,SHORT_PAY_DEDUCTION,6171.31,ORA-I016-09,6171.31,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
ORA-P018-09,ORA-C018,UNMATCHED_CASH,5579.33,,0.0,5579.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P004-02,SAP-C004,PARTIAL,1726.19,SAP-I004-02,1726.19,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P006-08,SAP-C006,SHORT_PAY_DEDUCTION,4889.28,SAP-I006-09,4889.28,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
SAP-P007-09,SAP-C007,UNMATCHED_CASH,4527.0,,0.0,4527.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P011-06,SAP-C011,MISSING_REMITTANCE,4801.35,,0.0,4801.35,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False
SAP-P013-02,SAP-C013,PARTIAL,2779.82,SAP-I013-02,2779.82,0.0,AUTO_MATCHED,PARTIAL_REFERENCE,0.99,,Referenced partial payment exceeds configured minimum ratio,False
SAP-P013-03,SAP-C013,OVERPAYMENT,4555.5,SAP-I013-03,4430.5,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False
SAP-P013-04,SAP-C013,ONE_PAYMENT_MULTI_INVOICE,9496.29,SAP-I013-04;SAP-I013-05,9496.29,0.0,AUTO_MATCHED,ONE_TO_MANY_REMITTANCE,0.99,,Payment falls within configured amount tolerance,False
SAP-P014-05B,SAP-C014,MULTI_PAYMENT_ONE_INVOICE,3068.35,SAP-I014-06,3068.35,0.0,AUTO_MATCHED,REFERENCE,0.99,,Payment falls within configured amount tolerance,False
SAP-P014-08,SAP-C014,SHORT_PAY_DEDUCTION,6004.45,SAP-I014-09,6004.45,0.0,AUTO_MATCHED,DEDUCTION_SUPPORTED_SHORT_PAY,0.99,,Validated deduction plus payment clears referenced invoice,False
