payment_id,customer_id,benchmark_case,payment_amount_usd,matched_invoice_ids,applied_amount_usd,residual_amount_usd,status,match_method,confidence,exception_code,reason,is_duplicate_record,route_code,assigned_team
ORA-P006-07,ORA-C006,CURRENCY_TOLERANCE,5419.98,ORA-I006-08,4926.33,493.65,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P012-03,ORA-C012,OVERPAYMENT,4743.7,ORA-I012-03,4618.7,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P007-03,SAP-C007,OVERPAYMENT,3650.15,SAP-I007-03,3525.15,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P013-06,SAP-C013,MISSING_REMITTANCE,5716.25,,0.0,5716.25,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P016-03,SAP-C016,OVERPAYMENT,5158.86,SAP-I016-03,5033.86,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P017-07,SAP-C017,CURRENCY_TOLERANCE,6722.66,SAP-I017-08,6112.1,610.56,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P001-07,NET-C001,CURRENCY_TOLERANCE,4724.49,NET-I001-08,4295.53,428.96,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P002-05B,NET-C002,MULTI_PAYMENT_ONE_INVOICE,2187.23,NET-I002-06,8.75,2178.48,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P008-03,NET-C008,OVERPAYMENT,3809.66,NET-I008-03,3684.66,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P010-06,NET-C010,MISSING_REMITTANCE,5108.56,,0.0,5108.56,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P001-03,ORA-C001,OVERPAYMENT,3226.53,ORA-I001-03,3101.53,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P008-09,ORA-C008,UNMATCHED_CASH,4310.12,,0.0,4310.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P010-06,ORA-C010,MISSING_REMITTANCE,5134.84,,0.0,5134.84,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P013-03,ORA-C013,OVERPAYMENT,4604.95,ORA-I013-03,4479.95,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P018-09,ORA-C018,UNMATCHED_CASH,5579.33,,0.0,5579.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P007-09,SAP-C007,UNMATCHED_CASH,4527.0,,0.0,4527.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P011-06,SAP-C011,MISSING_REMITTANCE,4801.35,,0.0,4801.35,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P013-03,SAP-C013,OVERPAYMENT,4555.5,SAP-I013-03,4430.5,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P016-07,SAP-C016,CURRENCY_TOLERANCE,6905.71,SAP-I016-08,6277.41,628.3,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P002-03,NET-C002,OVERPAYMENT,2902.6,NET-I002-03,2777.6,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P007-06,NET-C007,MISSING_REMITTANCE,4352.99,,0.0,4352.99,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P010-09,NET-C010,UNMATCHED_CASH,4861.14,,0.0,4861.14,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P015-09,NET-C015,UNMATCHED_CASH,5405.99,,0.0,5405.99,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P018-03,NET-C018,OVERPAYMENT,5099.2,NET-I018-03,4974.2,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P018-07,NET-C018,CURRENCY_TOLERANCE,6979.08,NET-I018-08,6344.15,634.93,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P006-09,ORA-C006,UNMATCHED_CASH,4049.88,,0.0,4049.88,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P009-09,ORA-C009,UNMATCHED_CASH,4659.33,,0.0,4659.33,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P015-03,ORA-C015,OVERPAYMENT,4699.76,ORA-I015-03,4574.76,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P003-06,SAP-C003,MISSING_REMITTANCE,3875.42,,0.0,3875.42,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P006-03,SAP-C006,OVERPAYMENT,3767.75,SAP-I006-03,3642.75,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P006-06,SAP-C006,MISSING_REMITTANCE,4700.74,,0.0,4700.74,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P006-07,SAP-C006,CURRENCY_TOLERANCE,5136.54,SAP-I006-08,4669.91,466.63,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P010-06,SAP-C010,MISSING_REMITTANCE,5186.78,,0.0,5186.78,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P012-09,SAP-C012,UNMATCHED_CASH,5066.73,,0.0,5066.73,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P015-09,SAP-C015,UNMATCHED_CASH,4995.97,,0.0,4995.97,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P018-09,SAP-C018,UNMATCHED_CASH,5433.17,,0.0,5433.17,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P005-06,NET-C005,MISSING_REMITTANCE,3987.44,,0.0,3987.44,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P015-07,NET-C015,CURRENCY_TOLERANCE,6485.86,NET-I015-08,5896.64,589.22,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P009-06,ORA-C009,MISSING_REMITTANCE,5205.46,,0.0,5205.46,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P014-07,ORA-C014,CURRENCY_TOLERANCE,6462.01,ORA-I014-08,5874.53,587.48,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P018-03,ORA-C018,OVERPAYMENT,5565.31,ORA-I018-03,5440.31,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P001-07,SAP-C001,CURRENCY_TOLERANCE,4537.84,SAP-I001-08,4126.21,411.63,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P003-07,SAP-C003,CURRENCY_TOLERANCE,4993.01,SAP-I003-08,4538.2,454.81,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P005-09,SAP-C005,UNMATCHED_CASH,3854.06,,0.0,3854.06,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P007-07,SAP-C007,CURRENCY_TOLERANCE,5550.5,SAP-I007-08,5046.18,504.32,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P016-06,SAP-C016,MISSING_REMITTANCE,5678.03,,0.0,5678.03,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P003-07,NET-C003,CURRENCY_TOLERANCE,4428.75,NET-I003-08,4026.69,402.06,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P004-07,NET-C004,CURRENCY_TOLERANCE,4793.37,NET-I004-08,4356.65,436.72,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P005-09,NET-C005,UNMATCHED_CASH,4257.53,,0.0,4257.53,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P009-03,NET-C009,OVERPAYMENT,4073.1,NET-I009-03,3948.1,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P012-07,NET-C012,CURRENCY_TOLERANCE,5791.94,NET-I012-08,5264.9,527.04,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P003-03,ORA-C003,OVERPAYMENT,3243.33,ORA-I003-03,3118.33,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P005-06,ORA-C005,MISSING_REMITTANCE,4213.3,,0.0,4213.3,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P007-06,ORA-C007,MISSING_REMITTANCE,4289.57,,0.0,4289.57,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P007-09,ORA-C007,UNMATCHED_CASH,4327.64,,0.0,4327.64,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P017-06,ORA-C017,MISSING_REMITTANCE,6249.83,,0.0,6249.83,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P001-09,SAP-C001,UNMATCHED_CASH,3620.0,,0.0,3620.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P002-03,SAP-C002,OVERPAYMENT,2887.16,SAP-I002-03,2762.16,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P018-03,SAP-C018,OVERPAYMENT,5597.51,SAP-I018-03,5472.51,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P003-01-DUP,NET-C003,DUPLICATE_PAYMENT,2858.33,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
NET-P006-09,NET-C006,UNMATCHED_CASH,4441.77,,0.0,4441.77,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P017-09,NET-C017,UNMATCHED_CASH,5388.6,,0.0,5388.6,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P001-06,ORA-C001,MISSING_REMITTANCE,3610.45,,0.0,3610.45,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P004-03,ORA-C004,OVERPAYMENT,3414.08,ORA-I004-03,3289.08,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P009-07,ORA-C009,CURRENCY_TOLERANCE,5855.4,ORA-I009-08,5322.25,533.15,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P011-03,ORA-C011,OVERPAYMENT,4437.83,ORA-I011-03,4312.83,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P011-07,ORA-C011,CURRENCY_TOLERANCE,5731.85,ORA-I011-08,5211.21,520.64,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P014-06,ORA-C014,MISSING_REMITTANCE,5249.03,,0.0,5249.03,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P017-07,ORA-C017,CURRENCY_TOLERANCE,7144.3,ORA-I017-08,6494.74,649.56,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P001-03,SAP-C001,OVERPAYMENT,3319.53,SAP-I001-03,3194.53,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P001-06,SAP-C001,MISSING_REMITTANCE,3432.58,,0.0,3432.58,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P008-07,SAP-C008,CURRENCY_TOLERANCE,5781.47,SAP-I008-08,5256.55,524.92,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
